module_annotation,module,node,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p_adjust,qvalue,geneID,Count,degree,module_content_number,llm_module_name
enzyme-linked receptor protein signaling pathway,Functional_module_140,GO:0007167;GO:0007178;GO:0007169,enzyme-linked receptor protein signaling pathway;cell surface receptor protein serine/threonine kinase signaling pathway;cell surface receptor protein tyrosine kinase signaling pathway,53/1420,340/15876;87/15876;243/15876,0.155882352941176,1.74280861640431,4.33934074677288,4.51579988762026e-5,0.0015139034049481,0.00128421712075896,ENSMFAG00000042352/ENSMFAG00000039588/ENSMFAG00000003965/ENSMFAG00000000907/ENSMFAG00000039520/ENSMFAG00000044981/ENSMFAG00000045733/ENSMFAG00000044870/ENSMFAG00000041761/ENSMFAG00000002404/ENSMFAG00000033868/ENSMFAG00000045395/ENSMFAG00000037774/ENSMFAG00000002201/ENSMFAG00000044057/ENSMFAG00000034429/ENSMFAG00000002837/ENSMFAG00000030822/ENSMFAG00000033436/ENSMFAG00000042994/ENSMFAG00000037397/ENSMFAG00000043991/ENSMFAG00000062653/ENSMFAG00000000074/ENSMFAG00000038385/ENSMFAG00000034537/ENSMFAG00000029995/ENSMFAG00000040116/ENSMFAG00000002620/ENSMFAG00000054210/ENSMFAG00000032660/ENSMFAG00000032756/ENSMFAG00000044416/ENSMFAG00000045752/ENSMFAG00000000459/ENSMFAG00000035912/ENSMFAG00000045363/ENSMFAG00000031697/ENSMFAG00000004450/ENSMFAG00000037109,40,2,3,Receptor Serine/Threonine Kinase Signaling in Fibrosis and Angiogenesis
guanyl-nucleotide exchange factor activity,Functional_module_198,GO:0005085,guanyl-nucleotide exchange factor activity,35/1457,186/15985,0.188172043010753,2.06446815890658,4.62427809013598,2.72264539971114e-5,0.0015473701355025,0.00135415784354054,ENSMFAG00000036484/ENSMFAG00000002250/ENSMFAG00000043639/ENSMFAG00000002425/ENSMFAG00000003018/ENSMFAG00000032110/ENSMFAG00000037631/ENSMFAG00000000128/ENSMFAG00000044002/ENSMFAG00000031374/ENSMFAG00000030983/ENSMFAG00000035476/ENSMFAG00000044012/ENSMFAG00000045661/ENSMFAG00000002995/ENSMFAG00000032638/ENSMFAG00000001770/ENSMFAG00000038831/ENSMFAG00000020572/ENSMFAG00000001732/ENSMFAG00000042663/ENSMFAG00000045941,22,0,1,guanyl-nucleotide exchange factor activity
Insulin secretion - Macaca fascicularis (crab-eating macaque),Functional_module_56,mcf04911,Insulin secretion - Macaca fascicularis (crab-eating macaque),13/553,85/10949,0.152941176470588,3.02812466758855,4.32918411566299,3.13697242500727e-4,0.00157727145751652,7.84174048825287e-4,ENSMFAG00000027291/ENSMFAG00000034037/ENSMFAG00000035831/ENSMFAG00000044118/ENSMFAG00000059465/ENSMFAG00000031022/ENSMFAG00000001655/ENSMFAG00000001652/ENSMFAG00000034219/ENSMFAG00000037539/ENSMFAG00000039417/ENSMFAG00000002422/ENSMFAG00000043247,13,0,1,Insulin secretion - Macaca fascicularis (crab-eating macaque)
Endocrine and other factor-regulated calcium reabsorption - Macaca fascicularis (crab-eating macaque),Functional_module_57,mcf04961,Endocrine and other factor-regulated calcium reabsorption - Macaca fascicularis (crab-eating macaque),10/553,54/10949,0.185185185185185,3.66653271716563,4.53030043388061,3.1853690672972e-4,0.00157727145751652,7.84174048825287e-4,ENSMFAG00000027291/ENSMFAG00000034037/ENSMFAG00000044118/ENSMFAG00000035372/ENSMFAG00000031022/ENSMFAG00000034151/ENSMFAG00000034219/ENSMFAG00000032866/ENSMFAG00000032523/ENSMFAG00000043247,10,0,1,Endocrine and other factor-regulated calcium reabsorption - Macaca fascicularis (crab-eating macaque)
SCAR complex,Functional_module_181,GO:0031209,SCAR complex,6/1404,11/15549,0.545454545454545,6.04079254079254,5.2688635541935,1.66268163076851e-4,0.00161401777816065,0.00131904653121301,ENSMFAG00000031286/ENSMFAG00000031700/ENSMFAG00000001975,3,0,1,SCAR complex
Thyroid hormone synthesis - Macaca fascicularis (crab-eating macaque),Functional_module_58,mcf04918,Thyroid hormone synthesis - Macaca fascicularis (crab-eating macaque),12/553,75/10949,0.16,3.1678842676311,4.34479095500928,3.45733667692656e-4,0.00168476565050231,8.376170729396e-4,ENSMFAG00000027291/ENSMFAG00000034037/ENSMFAG00000035831/ENSMFAG00000036813/ENSMFAG00000044118/ENSMFAG00000031022/ENSMFAG00000001655/ENSMFAG00000034219/ENSMFAG00000031934/ENSMFAG00000037539/ENSMFAG00000035688/ENSMFAG00000043247,12,0,1,Thyroid hormone synthesis - Macaca fascicularis (crab-eating macaque)
Gap junction - Macaca fascicularis (crab-eating macaque),Functional_module_59,mcf04540,Gap junction - Macaca fascicularis (crab-eating macaque),14/553,98/10949,0.142857142857143,2.8284680960992,4.19336211944739,3.85676645667239e-4,0.00185004265968504,9.19788052989303e-4,ENSMFAG00000027291/ENSMFAG00000034037/ENSMFAG00000035643/ENSMFAG00000044118/ENSMFAG00000036522/ENSMFAG00000031022/ENSMFAG00000034461/ENSMFAG00000001655/ENSMFAG00000037125/ENSMFAG00000037837/ENSMFAG00000035688/ENSMFAG00000043247/ENSMFAG00000030100/ENSMFAG00000031697,14,0,1,Gap junction - Macaca fascicularis (crab-eating macaque)
Kaposi sarcoma-associated herpesvirus infection - Macaca fascicularis (crab-eating macaque),Functional_module_60,mcf05167,Kaposi sarcoma-associated herpesvirus infection - Macaca fascicularis (crab-eating macaque),24/553,224/10949,0.107142857142857,2.1213510720744,3.91078360591146,4.00276319773461e-4,0.00189053584877619,9.39920103111771e-4,ENSMFAG00000003655/ENSMFAG00000037923/ENSMFAG00000003777/ENSMFAG00000003984/ENSMFAG00000050332/ENSMFAG00000041470/ENSMFAG00000036156/ENSMFAG00000036522/ENSMFAG00000039013/ENSMFAG00000038064/ENSMFAG00000033868/ENSMFAG00000045395/ENSMFAG00000003513/ENSMFAG00000004544/ENSMFAG00000017605/ENSMFAG00000043991/ENSMFAG00000002620/ENSMFAG00000035912/ENSMFAG00000034131/ENSMFAG00000032083/ENSMFAG00000043191/ENSMFAG00000035688/ENSMFAG00000040095/ENSMFAG00000031697,24,0,1,Kaposi sarcoma-associated herpesvirus infection - Macaca fascicularis (crab-eating macaque)
Longevity regulating pathway - Macaca fascicularis (crab-eating macaque),Functional_module_61,mcf04211,Longevity regulating pathway - Macaca fascicularis (crab-eating macaque),13/553,88/10949,0.147727272727273,2.92489314482985,4.18128605166731,4.43885511217949e-4,0.00200187025198992,9.95272369410384e-4,ENSMFAG00000035831/ENSMFAG00000038288/ENSMFAG00000044118/ENSMFAG00000035361/ENSMFAG00000033615/ENSMFAG00000001655/ENSMFAG00000033868/ENSMFAG00000045395/ENSMFAG00000000670/ENSMFAG00000037539/ENSMFAG00000041112/ENSMFAG00000031220/ENSMFAG00000045272,13,0,1,Longevity regulating pathway - Macaca fascicularis (crab-eating macaque)
Neuroactive ligand signaling - Macaca fascicularis (crab-eating macaque),Functional_module_62,mcf04082,Neuroactive ligand signaling - Macaca fascicularis (crab-eating macaque),22/553,199/10949,0.110552763819095,2.18886475778531,3.90347663255812,4.48721649940126e-4,0.00200187025198992,9.95272369410384e-4,ENSMFAG00000027291/ENSMFAG00000034037/ENSMFAG00000024693/ENSMFAG00000036614/ENSMFAG00000042771/ENSMFAG00000040724/ENSMFAG00000044118/ENSMFAG00000041470/ENSMFAG00000001940/ENSMFAG00000031022/ENSMFAG00000001655/ENSMFAG00000001913/ENSMFAG00000046358/ENSMFAG00000043293/ENSMFAG00000003513/ENSMFAG00000033709/ENSMFAG00000011695/ENSMFAG00000030419/ENSMFAG00000004019/ENSMFAG00000031591/ENSMFAG00000043247/ENSMFAG00000007024,22,0,1,Neuroactive ligand signaling - Macaca fascicularis (crab-eating macaque)
Neurotrophin signaling pathway - Macaca fascicularis (crab-eating macaque),Functional_module_63,mcf04722,Neurotrophin signaling pathway - Macaca fascicularis (crab-eating macaque),16/553,123/10949,0.130081300813008,2.57551566474073,4.05264063317572,4.49931750447246e-4,0.00200187025198992,9.95272369410384e-4,ENSMFAG00000031830/ENSMFAG00000050332/ENSMFAG00000036156/ENSMFAG00000036522/ENSMFAG00000000113/ENSMFAG00000033615/ENSMFAG00000040944/ENSMFAG00000038064/ENSMFAG00000033868/ENSMFAG00000045395/ENSMFAG00000017605/ENSMFAG00000001069/ENSMFAG00000046085/ENSMFAG00000002620/ENSMFAG00000044011/ENSMFAG00000030100,16,0,1,Neurotrophin signaling pathway - Macaca fascicularis (crab-eating macaque)
Alcoholic liver disease - Macaca fascicularis (crab-eating macaque),Functional_module_64,mcf04936,Alcoholic liver disease - Macaca fascicularis (crab-eating macaque),18/553,148/10949,0.121621621621622,2.40802013586824,3.97744849799349,4.6736125180307e-4,0.00204971291862204,0.00101905836859316,ENSMFAG00000040755/ENSMFAG00000036661/ENSMFAG00000035361/ENSMFAG00000039013/ENSMFAG00000033615/ENSMFAG00000040944/ENSMFAG00000038064/ENSMFAG00000045655/ENSMFAG00000000670/ENSMFAG00000038540/ENSMFAG00000042624/ENSMFAG00000017605/ENSMFAG00000002620/ENSMFAG00000035872/ENSMFAG00000034131/ENSMFAG00000043191/ENSMFAG00000040095/ENSMFAG00000045272,18,0,1,Alcoholic liver disease - Macaca fascicularis (crab-eating macaque)
Salivary secretion - Macaca fascicularis (crab-eating macaque),Functional_module_65,mcf04970,Salivary secretion - Macaca fascicularis (crab-eating macaque),13/553,89/10949,0.146067415730337,2.89202917691042,4.13337439345382,4.96384980527015e-4,0.0021463406904478,0.00106709892033235,ENSMFAG00000027291/ENSMFAG00000034037/ENSMFAG00000050332/ENSMFAG00000044118/ENSMFAG00000036156/ENSMFAG00000036819/ENSMFAG00000031022/ENSMFAG00000001655/ENSMFAG00000034151/ENSMFAG00000034219/ENSMFAG00000035688/ENSMFAG00000043247/ENSMFAG00000034115,13,0,1,Salivary secretion - Macaca fascicularis (crab-eating macaque)
Vascular smooth muscle contraction - Macaca fascicularis (crab-eating macaque),Functional_module_66,mcf04270,Vascular smooth muscle contraction - Macaca fascicularis (crab-eating macaque),17/553,137/10949,0.124087591240876,2.45684455062631,3.95746701248366,5.27470616973803e-4,0.0021918464026765,0.00108972305293363,ENSMFAG00000027291/ENSMFAG00000034037/ENSMFAG00000050332/ENSMFAG00000044118/ENSMFAG00000059465/ENSMFAG00000036156/ENSMFAG00000036522/ENSMFAG00000031022/ENSMFAG00000003726/ENSMFAG00000001655/ENSMFAG00000043366/ENSMFAG00000001747/ENSMFAG00000001069/ENSMFAG00000002422/ENSMFAG00000035688/ENSMFAG00000043247/ENSMFAG00000008235,17,0,1,Vascular smooth muscle contraction - Macaca fascicularis (crab-eating macaque)
Inflammatory mediator regulation of TRP channels - Macaca fascicularis (crab-eating macaque),Functional_module_67,mcf04750,Inflammatory mediator regulation of TRP channels - Macaca fascicularis (crab-eating macaque),14/553,101/10949,0.138613861386139,2.74445419225467,4.06202173603231,5.27730676299007e-4,0.0021918464026765,0.00108972305293363,ENSMFAG00000027291/ENSMFAG00000034037/ENSMFAG00000050332/ENSMFAG00000044118/ENSMFAG00000036156/ENSMFAG00000031022/ENSMFAG00000001655/ENSMFAG00000038064/ENSMFAG00000039646/ENSMFAG00000033868/ENSMFAG00000045395/ENSMFAG00000035688/ENSMFAG00000040095/ENSMFAG00000043247,14,0,1,Inflammatory mediator regulation of TRP channels - Macaca fascicularis (crab-eating macaque)
Platelet activation - Macaca fascicularis (crab-eating macaque),Functional_module_68,mcf04611,Platelet activation - Macaca fascicularis (crab-eating macaque),16/553,125/10949,0.128,2.53430741410488,3.97896686874988,5.39708963586414e-4,0.0021918464026765,0.00108972305293363,ENSMFAG00000034037/ENSMFAG00000031678/ENSMFAG00000044118/ENSMFAG00000039466/ENSMFAG00000033963/ENSMFAG00000003975/ENSMFAG00000001655/ENSMFAG00000043366/ENSMFAG00000033868/ENSMFAG00000045395/ENSMFAG00000001747/ENSMFAG00000000074/ENSMFAG00000016846/ENSMFAG00000046085/ENSMFAG00000035688/ENSMFAG00000043247,16,0,1,Platelet activation - Macaca fascicularis (crab-eating macaque)
Fluid shear stress and atherosclerosis - Macaca fascicularis (crab-eating macaque),Functional_module_69,mcf05418,Fluid shear stress and atherosclerosis - Macaca fascicularis (crab-eating macaque),18/553,150/10949,0.12,2.37591320072333,3.91328718684486,5.50074677744469e-4,0.0021918464026765,0.00108972305293363,ENSMFAG00000041738/ENSMFAG00000036813/ENSMFAG00000050332/ENSMFAG00000003635/ENSMFAG00000044479/ENSMFAG00000036156/ENSMFAG00000037140/ENSMFAG00000040944/ENSMFAG00000001164/ENSMFAG00000038064/ENSMFAG00000033868/ENSMFAG00000045395/ENSMFAG00000038102/ENSMFAG00000043991/ENSMFAG00000034131/ENSMFAG00000040095/ENSMFAG00000030100/ENSMFAG00000031697,18,0,1,Fluid shear stress and atherosclerosis - Macaca fascicularis (crab-eating macaque)
Lipid and atherosclerosis - Macaca fascicularis (crab-eating macaque),Functional_module_70,mcf05417,Lipid and atherosclerosis - Macaca fascicularis (crab-eating macaque),24/553,229/10949,0.104803493449782,2.07503336307714,3.79174493799722,5.5259052427839e-4,0.0021918464026765,0.00108972305293363,ENSMFAG00000027291/ENSMFAG00000034037/ENSMFAG00000003655/ENSMFAG00000036813/ENSMFAG00000050332/ENSMFAG00000036156/ENSMFAG00000037140/ENSMFAG00000040944/ENSMFAG00000001164/ENSMFAG00000043366/ENSMFAG00000030983/ENSMFAG00000038064/ENSMFAG00000033868/ENSMFAG00000045395/ENSMFAG00000039197/ENSMFAG00000038102/ENSMFAG00000017605/ENSMFAG00000002145/ENSMFAG00000044890/ENSMFAG00000046085/ENSMFAG00000002620/ENSMFAG00000040095/ENSMFAG00000043247/ENSMFAG00000038633,24,0,1,Lipid and atherosclerosis - Macaca fascicularis (crab-eating macaque)
cGMP-PKG signaling pathway - Macaca fascicularis (crab-eating macaque),Functional_module_71,mcf04022,cGMP-PKG signaling pathway - Macaca fascicularis (crab-eating macaque),19/553,163/10949,0.116564417177914,2.30789114589689,3.88000261729713,5.62274232660527e-4,0.0021918464026765,0.00108972305293363,ENSMFAG00000041738/ENSMFAG00000034037/ENSMFAG00000003655/ENSMFAG00000035831/ENSMFAG00000050332/ENSMFAG00000059465/ENSMFAG00000044479/ENSMFAG00000036156/ENSMFAG00000036522/ENSMFAG00000001655/ENSMFAG00000034151/ENSMFAG00000043366/ENSMFAG00000032688/ENSMFAG00000034219/ENSMFAG00000037539/ENSMFAG00000001747/ENSMFAG00000002422/ENSMFAG00000035688/ENSMFAG00000043247,19,0,1,cGMP-PKG signaling pathway - Macaca fascicularis (crab-eating macaque)
Gastric acid secretion - Macaca fascicularis (crab-eating macaque),Functional_module_72,mcf04971,Gastric acid secretion - Macaca fascicularis (crab-eating macaque),12/553,79/10949,0.151898734177215,3.00748506420674,4.12997973817953,5.64025621535646e-4,0.0021918464026765,0.00108972305293363,ENSMFAG00000027291/ENSMFAG00000034037/ENSMFAG00000050332/ENSMFAG00000044118/ENSMFAG00000027151/ENSMFAG00000036156/ENSMFAG00000031022/ENSMFAG00000001655/ENSMFAG00000034219/ENSMFAG00000043924/ENSMFAG00000035688/ENSMFAG00000043247,12,0,1,Gastric acid secretion - Macaca fascicularis (crab-eating macaque)
Bacterial invasion of epithelial cells - Macaca fascicularis (crab-eating macaque),Functional_module_73,mcf05100,Bacterial invasion of epithelial cells - Macaca fascicularis (crab-eating macaque),12/553,79/10949,0.151898734177215,3.00748506420674,4.12997973817953,5.64025621535646e-4,0.0021918464026765,0.00108972305293363,ENSMFAG00000002088/ENSMFAG00000030106/ENSMFAG00000035372/ENSMFAG00000001164/ENSMFAG00000033868/ENSMFAG00000045395/ENSMFAG00000032523/ENSMFAG00000044097/ENSMFAG00000003995/ENSMFAG00000044011/ENSMFAG00000034131/ENSMFAG00000045941,12,0,1,Bacterial invasion of epithelial cells - Macaca fascicularis (crab-eating macaque)
amyloid precursor protein metabolic process,Functional_module_141,GO:0042982,amyloid precursor protein metabolic process,6/1420,10/15876,0.6,6.70816901408451,5.65900487613479,7.75664633020657e-5,0.0022988901080105,0.00195010726959274,ENSMFAG00000036817/ENSMFAG00000000113/ENSMFAG00000007311,3,0,1,amyloid precursor protein metabolic process
cellular response to endogenous stimulus,Functional_module_142,GO:0071495;GO:0070848;GO:0071363;GO:0009719,cellular response to endogenous stimulus;response to growth factor;cellular response to growth factor stimulus;response to endogenous stimulus,47/1420,297/15876;146/15876;146/15876;317/15876,0.158249158249158,1.76927016645327,4.19434640648555,8.22916882324299e-5,0.00240409289193313,0.00203934890536909,ENSMFAG00000039588/ENSMFAG00000003965/ENSMFAG00000000907/ENSMFAG00000031830/ENSMFAG00000039520/ENSMFAG00000017985/ENSMFAG00000044981/ENSMFAG00000035361/ENSMFAG00000045733/ENSMFAG00000039004/ENSMFAG00000004706/ENSMFAG00000033868/ENSMFAG00000034068/ENSMFAG00000045395/ENSMFAG00000037774/ENSMFAG00000038540/ENSMFAG00000044057/ENSMFAG00000033436/ENSMFAG00000043991/ENSMFAG00000062653/ENSMFAG00000038385/ENSMFAG00000034537/ENSMFAG00000029995/ENSMFAG00000002620/ENSMFAG00000054210/ENSMFAG00000032756/ENSMFAG00000044416/ENSMFAG00000045752/ENSMFAG00000035872/ENSMFAG00000038429/ENSMFAG00000033681/ENSMFAG00000045363/ENSMFAG00000004450,33,2,4,Growth Factor Signaling in Fibrosis and Cellular Response
Melanogenesis - Macaca fascicularis (crab-eating macaque),Functional_module_74,mcf04916,Melanogenesis - Macaca fascicularis (crab-eating macaque),14/553,103/10949,0.135922330097087,2.69116381958953,3.97709821210673,6.45334832499234e-4,0.00247647241971581,0.00123123093042617,ENSMFAG00000027291/ENSMFAG00000034037/ENSMFAG00000035831/ENSMFAG00000050332/ENSMFAG00000044118/ENSMFAG00000038478/ENSMFAG00000036156/ENSMFAG00000036522/ENSMFAG00000031022/ENSMFAG00000001655/ENSMFAG00000002620/ENSMFAG00000034131/ENSMFAG00000043191/ENSMFAG00000043247,14,0,1,Melanogenesis - Macaca fascicularis (crab-eating macaque)
stem cell development,Functional_module_143,GO:0048864;GO:0048863;GO:0048762;GO:0060485,stem cell development;stem cell differentiation;mesenchymal cell differentiation;mesenchyme development,10/1420,28/15876;29/15876;34/15876;34/15876,0.357142857142857,3.99295774647887,4.96785989758158,9.2608207457747e-5,0.0025251171233479,0.00214201159144375,ENSMFAG00000038895/ENSMFAG00000000365/ENSMFAG00000032756/ENSMFAG00000034040,4,1,4,Mesenchymal Stem Cell Differentiation and Nerve Regeneration
Renal cell carcinoma - Macaca fascicularis (crab-eating macaque),Functional_module_75,mcf05211,Renal cell carcinoma - Macaca fascicularis (crab-eating macaque),11/553,70/10949,0.157142857142857,3.11131490570912,4.08699748096653,7.08097431145076e-4,0.00268377668347578,0.00133429665387961,ENSMFAG00000003264/ENSMFAG00000036522/ENSMFAG00000033868/ENSMFAG00000045395/ENSMFAG00000043991/ENSMFAG00000001069/ENSMFAG00000046085/ENSMFAG00000054210/ENSMFAG00000044011/ENSMFAG00000032083/ENSMFAG00000031697,11,0,1,Renal cell carcinoma - Macaca fascicularis (crab-eating macaque)
chemorepellent activity,Functional_module_199,GO:0045499,chemorepellent activity,9/1457,22/15985,0.409090909090909,4.48820740001248,5.18472801125514,7.02946276214001e-5,0.00280359033363091,0.00245352017158316,ENSMFAG00000038895/ENSMFAG00000002201/ENSMFAG00000000365/ENSMFAG00000034040,4,0,1,chemorepellent activity
catenin complex,Functional_module_182,GO:0016342,catenin complex,12/1404,43/15549,0.27906976744186,3.09063804412642,4.32496434113857,3.03974217918336e-4,0.00281352880770925,0.00229933986136514,ENSMFAG00000004661/ENSMFAG00000034335/ENSMFAG00000032853/ENSMFAG00000003995/ENSMFAG00000034131,5,0,1,catenin complex
Pancreatic cancer - Macaca fascicularis (crab-eating macaque),Functional_module_76,mcf05212,Pancreatic cancer - Macaca fascicularis (crab-eating macaque),12/553,82/10949,0.146341463414634,2.89745512283333,3.97759380312061,7.95226199900726e-4,0.00296118190339568,0.00147221455852005,ENSMFAG00000003965/ENSMFAG00000042254/ENSMFAG00000044981/ENSMFAG00000036522/ENSMFAG00000039013/ENSMFAG00000038064/ENSMFAG00000033868/ENSMFAG00000045395/ENSMFAG00000004544/ENSMFAG00000043991/ENSMFAG00000001069/ENSMFAG00000054210,12,0,1,Pancreatic cancer - Macaca fascicularis (crab-eating macaque)
Non-small cell lung cancer - Macaca fascicularis (crab-eating macaque),Functional_module_77,mcf05223;mcf05222,Non-small cell lung cancer - Macaca fascicularis (crab-eating macaque);Small cell lung cancer - Macaca fascicularis (crab-eating macaque),11/553,71/10949;100/10949,0.154929577464789,3.06749356900899,4.03084073732936,8.00580123719354e-4,0.00296118190339568,0.00147221455852005,ENSMFAG00000027291/ENSMFAG00000042254/ENSMFAG00000036522/ENSMFAG00000031022/ENSMFAG00000039013/ENSMFAG00000033615/ENSMFAG00000038846/ENSMFAG00000033868/ENSMFAG00000045395/ENSMFAG00000004544/ENSMFAG00000001069/ENSMFAG00000031678/ENSMFAG00000031556/ENSMFAG00000003635/ENSMFAG00000001164/ENSMFAG00000039197/ENSMFAG00000017605/ENSMFAG00000037073/ENSMFAG00000003544,19,1,2,Non-small cell lung cancer - Macaca fascicularis (crab-eating macaque)
Cytoskeleton in muscle cells - Macaca fascicularis (crab-eating macaque),Functional_module_78,mcf04820,Cytoskeleton in muscle cells - Macaca fascicularis (crab-eating macaque),24/553,236/10949,0.101694915254237,2.01348576332485,3.63006938389024,8.4982083309193e-4,0.00310589280665741,0.00154416066163321,ENSMFAG00000035466/ENSMFAG00000031678/ENSMFAG00000037479/ENSMFAG00000031556/ENSMFAG00000003635/ENSMFAG00000000203/ENSMFAG00000033394/ENSMFAG00000033632/ENSMFAG00000003975/ENSMFAG00000035179/ENSMFAG00000044099/ENSMFAG00000030743/ENSMFAG00000034219/ENSMFAG00000032675/ENSMFAG00000003466/ENSMFAG00000044374/ENSMFAG00000042783/ENSMFAG00000003567/ENSMFAG00000002722/ENSMFAG00000003332/ENSMFAG00000001695/ENSMFAG00000002734/ENSMFAG00000036168/ENSMFAG00000028569,24,0,1,Cytoskeleton in muscle cells - Macaca fascicularis (crab-eating macaque)
lamellipodium,Functional_module_183,GO:0030027,lamellipodium,10/1404,32/15549,0.3125,3.46087072649573,4.39014892826963,3.52718131543633e-4,0.00319049582623559,0.00260741393892303,ENSMFAG00000003018/ENSMFAG00000031286/ENSMFAG00000031700/ENSMFAG00000004661/ENSMFAG00000040304/ENSMFAG00000041247,6,0,1,lamellipodium
Colorectal cancer - Macaca fascicularis (crab-eating macaque),Functional_module_79,mcf05210,Colorectal cancer - Macaca fascicularis (crab-eating macaque),13/553,95/10949,0.136842105263158,2.70937470257923,3.85923292287147,9.34518123754215e-4,0.00333601237200633,0.001658569497483,ENSMFAG00000003965/ENSMFAG00000042254/ENSMFAG00000044981/ENSMFAG00000036522/ENSMFAG00000039013/ENSMFAG00000038064/ENSMFAG00000033868/ENSMFAG00000045395/ENSMFAG00000001069/ENSMFAG00000002620/ENSMFAG00000054210/ENSMFAG00000034131/ENSMFAG00000043191,13,0,1,Colorectal cancer - Macaca fascicularis (crab-eating macaque)
small GTPase-mediated signal transduction,Functional_module_144,GO:0007264,small GTPase-mediated signal transduction,42/1420,261/15876,0.160919540229885,1.79912578921807,4.07982349949185,1.32022580801461e-4,0.00340856595280014,0.00289142539709928,ENSMFAG00000002250/ENSMFAG00000043639/ENSMFAG00000002425/ENSMFAG00000042140/ENSMFAG00000003904/ENSMFAG00000017883/ENSMFAG00000032110/ENSMFAG00000043770/ENSMFAG00000038037/ENSMFAG00000002404/ENSMFAG00000043366/ENSMFAG00000035476/ENSMFAG00000044012/ENSMFAG00000045661/ENSMFAG00000002321/ENSMFAG00000037397/ENSMFAG00000001747/ENSMFAG00000001069/ENSMFAG00000044648/ENSMFAG00000032965/ENSMFAG00000039275/ENSMFAG00000054543/ENSMFAG00000046085/ENSMFAG00000001770/ENSMFAG00000038831/ENSMFAG00000020572/ENSMFAG00000001399/ENSMFAG00000041247/ENSMFAG00000001732/ENSMFAG00000041306/ENSMFAG00000042663/ENSMFAG00000045941,32,0,1,small GTPase-mediated signal transduction
Th17 cell differentiation - Macaca fascicularis (crab-eating macaque),Functional_module_80,mcf04659;mcf04658,Th17 cell differentiation - Macaca fascicularis (crab-eating macaque);Th1 and Th2 cell differentiation - Macaca fascicularis (crab-eating macaque),14/553,108/10949;91/10949,0.12962962962963,2.56657290201594,3.77332871124837,0.00104006836958008,0.00367012631564464,0.00182468135014049,ENSMFAG00000003655/ENSMFAG00000003965/ENSMFAG00000041228/ENSMFAG00000003984/ENSMFAG00000000676/ENSMFAG00000044981/ENSMFAG00000037140/ENSMFAG00000038064/ENSMFAG00000039646/ENSMFAG00000004018/ENSMFAG00000032930/ENSMFAG00000017605/ENSMFAG00000043163/ENSMFAG00000032083/ENSMFAG00000001779/ENSMFAG00000044421,16,1,2,Th17 cell differentiation - Macaca fascicularis (crab-eating macaque)
Gastric cancer - Macaca fascicularis (crab-eating macaque),Functional_module_81,mcf05226,Gastric cancer - Macaca fascicularis (crab-eating macaque),17/553,147/10949,0.115646258503401,2.28971226827078,3.63074908472629,0.00117908666844241,0.00411340462740704,0.00204506659000179,ENSMFAG00000003965/ENSMFAG00000042254/ENSMFAG00000044981/ENSMFAG00000036522/ENSMFAG00000039013/ENSMFAG00000033868/ENSMFAG00000045395/ENSMFAG00000004544/ENSMFAG00000001069/ENSMFAG00000002620/ENSMFAG00000003995/ENSMFAG00000054210/ENSMFAG00000045752/ENSMFAG00000030995/ENSMFAG00000044011/ENSMFAG00000034131/ENSMFAG00000043191,17,0,1,Gastric cancer - Macaca fascicularis (crab-eating macaque)
dystrophin-associated glycoprotein complex,Functional_module_184,GO:0016010,dystrophin-associated glycoprotein complex,6/1404,13/15549,0.461538461538462,5.11143984220907,4.67213468673141,5.26860272718181e-4,0.00455848670743122,0.00372539643638256,ENSMFAG00000035466/ENSMFAG00000002742/ENSMFAG00000034236/ENSMFAG00000044374,4,0,1,dystrophin-associated glycoprotein complex
glycoprotein complex,Functional_module_185,GO:0090665,glycoprotein complex,6/1404,13/15549,0.461538461538462,5.11143984220907,4.67213468673141,5.26860272718181e-4,0.00455848670743122,0.00372539643638256,ENSMFAG00000035466/ENSMFAG00000002742/ENSMFAG00000034236/ENSMFAG00000044374,4,0,1,glycoprotein complex
ameboidal-type cell migration,Functional_module_145,GO:0001667,ameboidal-type cell migration,11/1420,36/15876,0.305555555555556,3.41619718309859,4.54865506814519,2.06828849706853e-4,0.00475241570393835,0.00403138905164865,ENSMFAG00000038895/ENSMFAG00000032749/ENSMFAG00000000365/ENSMFAG00000032756/ENSMFAG00000034040,5,0,1,ameboidal-type cell migration
early endosome,Functional_module_186,GO:0005769,early endosome,16/1404,72/15549,0.222222222222222,2.46106362773029,3.91481578067416,5.68117534111213e-4,0.00481086762928219,0.00393165325958264,ENSMFAG00000002479/ENSMFAG00000000907/ENSMFAG00000046048/ENSMFAG00000034322/ENSMFAG00000042667/ENSMFAG00000026056/ENSMFAG00000031966/ENSMFAG00000040321/ENSMFAG00000000038/ENSMFAG00000032105,10,0,1,early endosome
