category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p_adjust,qvalue,geneID,Count
Organismal Systems,Endocrine system,mcf03320,PPAR signaling pathway - Macaca fascicularis (crab-eating macaque),12/1097,77/10949,0.15584415584415584,1.5554582154399839,1.632114194391234,0.0805514032563277,0.14244879733750582,0.07497305123026624,102118044/102119646/102133372/101866585/102132452/102132163/101864984/102122176/102133961/102132033/101866618/101926577,12
Metabolism,Metabolism of other amino acids,mcf00430,Taurine and hypotaurine metabolism - Macaca fascicularis (crab-eating macaque),4/1097,17/10949,0.23529411764705882,2.3484369135074266,1.85658051676617,0.08295045647851551,0.14592331610880216,0.07680174532042218,102132073/101866783/102116394/102139620,4
Environmental Information Processing,Membrane transport,mcf02010,ABC transporters - Macaca fascicularis (crab-eating macaque),8/1097,46/10949,0.17391304347826086,1.7358011969402718,1.6686870913623917,0.0842754748071616,0.14748208091253281,0.07762214784870147,102117645/102126205/101926071/102128102/102123075/102127701/102144998/102142346,8
Organismal Systems,Endocrine system,mcf04614,Renin-angiotensin system - Macaca fascicularis (crab-eating macaque),5/1097,24/10949,0.20833333333333334,2.079345183834701,1.7662971272945953,0.08540312061764503,0.14868108045351675,0.078253200238693,102131283/102127277/102129705/102115644/102134210,5
Metabolism,Amino acid metabolism,mcf00310,Lysine degradation - Macaca fascicularis (crab-eating macaque),10/1097,62/10949,0.16129032258064516,1.609815626194607,1.60675177589071,0.08742820561086331,0.15142204683118596,0.07969581412167681,102138188/102117388/102122135/102120149/102140141/102139794/102130547/102139452/102133176/102142372,10
Genetic Information Processing,Information processing in viruses,mcf03266,Virion - Herpesvirus - Macaca fascicularis (crab-eating macaque),3/1097,11/10949,0.2727272727272727,2.7220518770199718,1.906698918014539,0.08987357044212958,0.15485907522336176,0.08150477643334827,102128252/102114969/102117130,3
Human Diseases,Endocrine and metabolic disease,mcf04930,Type II diabetes mellitus - Macaca fascicularis (crab-eating macaque),8/1097,47/10949,0.1702127659574468,1.6988692565798407,1.602139333972192,0.09310994875444473,0.15921061248853585,0.08379505920449255,102142026/101866246/102118497/107126374/102122725/102145011/102136158/102145864,8
Organismal Systems,Digestive system,mcf04971,Gastric acid secretion - Macaca fascicularis (crab-eating macaque),12/1097,79/10949,0.1518987341772152,1.5160795264415032,1.5361156385534498,0.09368869569896945,0.15921061248853585,0.08379505920449255,102124503/102135875/102119905/102116992/101926461/101925220/101925741/102115744/101865168/101865389/102124629/102140615,12
Genetic Information Processing,Information processing in viruses,mcf03250,Viral life cycle - HIV-1 - Macaca fascicularis (crab-eating macaque),11/1097,71/10949,0.15492957746478872,1.5463299395277774,1.5410550561279408,0.09467482008024271,0.15921061248853585,0.08379505920449255,102135728/102137059/102119076/101925881/102146787/102131731/102142022/101925040/102137049/102125981/101866060,11
Metabolism,Lipid metabolism,mcf00600,Sphingolipid metabolism - Macaca fascicularis (crab-eating macaque),9/1097,55/10949,0.16363636363636364,1.6332311262119832,1.5709357392207952,0.09469165564377369,0.15921061248853585,0.08379505920449255,102135864/101926756/102118629/102145183/102123897/102137436/102126845/101864870/101866922,9
Metabolism,Metabolism of other amino acids,mcf00410,beta-Alanine metabolism - Macaca fascicularis (crab-eating macaque),6/1097,32/10949,0.1875,1.8714106654512306,1.6472317767644966,0.09476822171936658,0.15921061248853585,0.08379505920449255,102116182/101865465/102122135/102139794/102142372/102139620,6
Metabolism,Lipid metabolism,mcf00061,Fatty acid biosynthesis - Macaca fascicularis (crab-eating macaque),4/1097,18/10949,0.2222222222222222,2.217968196090347,1.7256422288279578,0.09856817918759776,0.16450779898799645,0.08658305209894551,101866585/102138812/102132163/101864984,4
Human Diseases,Cardiovascular disease,mcf05412,Arrhythmogenic right ventricular cardiomyopathy - Macaca fascicularis (crab-eating macaque),13/1097,88/10949,0.14772727272727273,1.4744447667191516,1.4910788030513,0.09890052201064073,0.16450779898799645,0.08658305209894551,102130741/102132307/102114969/102132675/102146984/102116470/102130815/102132578/101867359/102131750/102116249/102145776/101925271,13
Metabolism,Carbohydrate metabolism,mcf00051,Fructose and mannose metabolism - Macaca fascicularis (crab-eating macaque),7/1097,40/10949,0.175,1.7466499544211485,1.578567198674979,0.09990376240468393,0.1653579515663734,0.08703050082440705,102139243/101866937/101865740/107126374/101865018/102145864/102122997,7
Organismal Systems,Digestive system,mcf04972,Pancreatic secretion - Macaca fascicularis (crab-eating macaque),15/1097,105/10949,0.14285714285714285,1.4258366974866519,1.4630241219818387,0.10070902774604774,0.16587369275819627,0.0873019435569454,102124503/101866950/102144572/102132307/102135875/102116992/102123076/102139202/101925220/101925741/102115744/101867359/101865389/102124629/102140615,15
Metabolism,Metabolism of cofactors and vitamins,mcf00830,Retinol metabolism - Macaca fascicularis (crab-eating macaque),11/1097,72/10949,0.1527777777777778,1.524853134812114,1.4909325144468233,0.1021845221534349,0.16710869892000108,0.08795194680000055,107126391/102117212/102128580/101926544/102120533/102129994/101865761/102120901/102146134/107126976/102142015,11
Human Diseases,Infectious disease: parasitic,mcf05144,Malaria - Macaca fascicularis (crab-eating macaque),8/1097,48/10949,0.16666666666666666,1.6634761470677606,1.5371677679612052,0.10245354755214352,0.16710869892000108,0.08795194680000055,102119582/102145988/102123512/102139656/102117792/102135101/102139342/101926577,8
Organismal Systems,Nervous system,mcf04723,Retrograde endocannabinoid signaling - Macaca fascicularis (crab-eating macaque),21/1097,161/10949,0.13043478260869565,1.301850897705204,1.2874887636131689,0.12569928509310305,0.20403362218010931,0.10738611693689963,102135875/102133968/102137128/102123532/102119905/101865192/101865995/102116992/101926461/102118497/102125173/101925220/101925741/102115744/102117222/101926770/101925341/102145011/101865389/101865238/102140615,21
Metabolism,Metabolism of other amino acids,mcf00480,Glutathione metabolism - Macaca fascicularis (crab-eating macaque),9/1097,59/10949,0.15254237288135594,1.5225035922315098,1.3427954255994283,0.1318832827280239,0.211490252930973,0.11131065943735421,101925101/102146648/102117319/101925790/102137492/101866849/102138414/101866917/102116394,9
Metabolism,Carbohydrate metabolism,mcf00020,Citrate cycle (TCA cycle) - Macaca fascicularis (crab-eating macaque),6/1097,35/10949,0.17142857142857143,1.7110040369839823,1.4057970273132476,0.13218140808185813,0.211490252930973,0.11131065943735421,102132064/101925790/102122263/101867049/101926620/102127185,6
Metabolism,Glycan biosynthesis and metabolism,mcf00512,Mucin type O-glycan biosynthesis - Macaca fascicularis (crab-eating macaque),6/1097,35/10949,0.17142857142857143,1.7110040369839823,1.4057970273132476,0.13218140808185813,0.211490252930973,0.11131065943735421,102130237/102137839/102123897/102125311/102116054/101865712,6
Genetic Information Processing,Replication and repair,mcf03450,Non-homologous end-joining - Macaca fascicularis (crab-eating macaque),3/1097,13/10949,0.23076923076923078,2.303274665170745,1.5688697340934012,0.13434775867620172,0.21393766310523119,0.11259877005538481,101866663/101866882/102135719,3
Genetic Information Processing,Replication and repair,mcf03420,Nucleotide excision repair - Macaca fascicularis (crab-eating macaque),9/1097,60/10949,0.15,1.4971285323609844,1.2884240497054142,0.14222851161597866,0.22541877312721148,0.1186414595406376,102141774/102130393/101867170/101866175/102143286/101926395/101866957/102139788/102140336,9
Metabolism,Carbohydrate metabolism,mcf00040,Pentose and glucuronate interconversions - Macaca fascicularis (crab-eating macaque),6/1097,36/10949,0.16666666666666666,1.6634761470677606,1.330494223401798,0.1460092943910803,0.23032452072959142,0.12122343196294286,102128580/101865269/101865740/101865018/107126976/102122997,6
Human Diseases,Cardiovascular disease,mcf05410,Hypertrophic cardiomyopathy - Macaca fascicularis (crab-eating macaque),14/1097,103/10949,0.13592233009708737,1.3566213238222513,1.2133878075021918,0.14741959617683736,0.23146254352998763,0.12182239133157242,102128018/102130741/102132307/102114969/102132675/102144683/102130815/102132578/101867359/102131750/102116249/102145776/101925271/102141630,14
Human Diseases,Cardiovascular disease,mcf05414,Dilated cardiomyopathy - Macaca fascicularis (crab-eating macaque),15/1097,113/10949,0.13274336283185842,1.3248925065141457,1.1583849989941666,0.15784481735769287,0.24649868055451435,0.1297361476602707,102128018/102130741/102132307/102114969/102132675/101926461/102130815/102132578/101925741/101867359/102131750/102116249/102145776/101925271/102141630,15
Metabolism,Glycan biosynthesis and metabolism,mcf00533,Glycosaminoglycan biosynthesis - keratan sulfate - Macaca fascicularis (crab-eating macaque),3/1097,14/10949,0.21428571428571427,2.138755046229978,1.4226348562485447,0.1589082818099169,0.24649868055451435,0.1297361476602707,102124772/102131044/101865484,3
Metabolism,Glycan biosynthesis and metabolism,mcf00513,Various types of N-glycan biosynthesis - Macaca fascicularis (crab-eating macaque),7/1097,45/10949,0.15555555555555556,1.5525777372632432,1.2394106560228708,0.15919706452479052,0.24649868055451435,0.1297361476602707,102124772/101864904/102131044/102123533/102126813/102143163/101865484,7
Organismal Systems,Endocrine system,mcf04920,Adipocytokine signaling pathway - Macaca fascicularis (crab-eating macaque),10/1097,71/10949,0.14084507042253522,1.4057544904797978,1.1445281758509898,0.1698271100086567,0.2617518759766452,0.1377641452508659,102133372/101866585/102144683/102132163/101867458/102115964/102118497/101864984/102119008/101926577,10
Metabolism,Xenobiotics biodegradation and metabolism,mcf00982,Drug metabolism - cytochrome P450 - Macaca fascicularis (crab-eating macaque),10/1097,72/10949,0.1388888888888889,1.3862301225564673,1.097150821027977,0.18073720482401517,0.27729543753821506,0.14594496712537633,102117212/102128580/101925101/102146648/101925100/102117319/102138414/102120901/102146134/107126976,10
Cellular Processes,Cell growth and death,mcf04115,p53 signaling pathway - Macaca fascicularis (crab-eating macaque),11/1097,81/10949,0.13580246913580246,1.3554250087218789,1.0713322631709596,0.18454251479259615,0.2818467498650559,0.1483403946658189,102128018/102140874/101926636/102115080/102136323/101867036/101865915/102129859/102135329/102135998/102137473,11
Organismal Systems,Nervous system,mcf04727,GABAergic synapse - Macaca fascicularis (crab-eating macaque),12/1097,90/10949,0.13333333333333333,1.3307809176542083,1.051417720768679,0.18734531539361288,0.2837278896661016,0.14933046824531657,101866905/101866909/102135875/102133968/102119905/102116992/101926461/102125173/101925741/101925799/102117956/101925341,12
Human Diseases,Immune disease,mcf05321,Inflammatory bowel disease - Macaca fascicularis (crab-eating macaque),9/1097,64/10949,0.140625,1.403557999088423,1.080414084079487,0.18746306995795994,0.2837278896661016,0.14933046824531657,102146086/102142259/101925134/101925163/102138221/102140649/102133649/102135101/101925110,9
Metabolism,Amino acid metabolism,mcf00340,Histidine metabolism - Macaca fascicularis (crab-eating macaque),4/1097,23/10949,0.17391304347826086,1.7358011969402718,1.1786973753219039,0.19347499149229588,0.29021248723844384,0.15274341433602306,101925100/102142946/102122135/102139794,4
Metabolism,Glycan biosynthesis and metabolism,mcf00515,Mannose type O-glycan biosynthesis - Macaca fascicularis (crab-eating macaque),4/1097,23/10949,0.17391304347826086,1.7358011969402718,1.1786973753219039,0.19347499149229588,0.29021248723844384,0.15274341433602306,102124772/102131044/101925387/102146449,4
Organismal Systems,Endocrine system,mcf04924,Renin secretion - Macaca fascicularis (crab-eating macaque),10/1097,74/10949,0.13513513513513514,1.3487644435684545,1.0044814847187422,0.20348124018905656,0.30386531868232447,0.15992911509596025,102134477/102119905/101926738/101926461/102139202/101925220/102115744/101865168/101865389/102140615,10
Metabolism,Metabolism of cofactors and vitamins,mcf00760,Nicotinate and nicotinamide metabolism - Macaca fascicularis (crab-eating macaque),6/1097,40/10949,0.15,1.4971285323609844,1.0510290532581263,0.2071813528524424,0.3072895002070169,0.16173131589842993,101926720/102140667/102117530/102116659/102134009/102114976,6
Metabolism,Global and overview maps,mcf01212,Fatty acid metabolism - Macaca fascicularis (crab-eating macaque),8/1097,57/10949,0.14035087719298245,1.4008220185833773,1.0123803077907019,0.20760332305652632,0.3072895002070169,0.16173131589842993,101866585/102138812/102132163/102124038/102143422/101864984/102132033/102142372,8
Metabolism,Metabolism of other amino acids,mcf00450,Selenocompound metabolism - Macaca fascicularis (crab-eating macaque),3/1097,16/10949,0.1875,1.8714106654512306,1.1639161516740346,0.21147294412125245,0.3116443387050036,0.16402333616052822,101925086/102131728/102134491,3
Metabolism,Amino acid metabolism,mcf00270,Cysteine and methionine metabolism - Macaca fascicularis (crab-eating macaque),8/1097,58/10949,0.13793103448275862,1.3766699148146984,0.9597310776164657,0.22130814260695492,0.32330233006929066,0.17015912108910033,102117049/101866727/101926844/101866783/101866849/101925086/101865874/102134491,8
Organismal Systems,Endocrine system,mcf04923,Regulation of lipolysis in adipocytes - Macaca fascicularis (crab-eating macaque),8/1097,58/10949,0.13793103448275862,1.3766699148146984,0.9597310776164657,0.22130814260695492,0.32330233006929066,0.17015912108910033,102142026/101866246/102143455/102119905/101926461/101925741/102122483/102122725,8
Organismal Systems,Digestive system,mcf04975,Fat digestion and absorption - Macaca fascicularis (crab-eating macaque),6/1097,41/10949,0.14634146341463414,1.4606132023033995,0.9859712512354926,0.22373258394104942,0.3240265008801405,0.17054026362112656,102121781/102135864/102117645/102145183/101866618/101926577,6
Human Diseases,Infectious disease: parasitic,mcf05143,African trypanosomiasis - Macaca fascicularis (crab-eating macaque),6/1097,41/10949,0.14634146341463414,1.4606132023033995,0.9859712512354926,0.22373258394104942,0.3240265008801405,0.17054026362112656,102124671/102135875/102116992/101925220/102135101/102140615,6
Organismal Systems,Endocrine system,mcf04927,Cortisol synthesis and secretion - Macaca fascicularis (crab-eating macaque),9/1097,67/10949,0.13432835820895522,1.3407121185322248,0.9334243544032388,0.22500170803563022,0.32408059380889087,0.17056873358362676,101925838/102132310/101926461/101925220/101925741/102115744/102117938/101865389/102140615,9
Metabolism,Global and overview maps,mcf01240,Biosynthesis of cofactors - Macaca fascicularis (crab-eating macaque),18/1097,148/10949,0.12162162162162163,1.2138879992116092,0.8741657750302676,0.225698984974049,0.32408059380889087,0.17056873358362676,101925793/102128580/101926544/102131012/101926551/101865269/101866909/102130985/101926321/102116659/102115196/102122135/101866849/102314700/102115421/107126976/101865874/102142015,18
Organismal Systems,Endocrine system,mcf04911,Insulin secretion - Macaca fascicularis (crab-eating macaque),11/1097,85/10949,0.12941176470588237,1.2916403024290848,0.900680231730914,0.22876106028430562,0.3265184367384531,0.17185180880971213,102124503/102132307/102135875/101925838/102116992/101926461/102139202/101925220/101925741/102117938/102140615,11
Metabolism,Global and overview maps,mcf01210,2-Oxocarboxylic acid metabolism - Macaca fascicularis (crab-eating macaque),5/1097,33/10949,0.15151515151515152,1.5122510427888733,0.9833691150958331,0.2312838926897376,0.3265184367384531,0.17185180880971213,102129898/101925790/102122263/101926860/101926620,5
Human Diseases,Drug resistance: antineoplastic,mcf01523,Antifolate resistance - Macaca fascicularis (crab-eating macaque),5/1097,33/10949,0.15151515151515152,1.5122510427888733,0.9833691150958331,0.2312838926897376,0.3265184367384531,0.17185180880971213,101926071/102115964/102117536/102144998/102115421,5
Genetic Information Processing,Transcription,mcf03020,RNA polymerase - Macaca fascicularis (crab-eating macaque),5/1097,33/10949,0.15151515151515152,1.5122510427888733,0.9833691150958331,0.2312838926897376,0.3265184367384531,0.17185180880971213,102123395/102135623/102141060/101867012/102140336,5
Human Diseases,Endocrine and metabolic disease,mcf04932,Non-alcoholic fatty liver disease - Macaca fascicularis (crab-eating macaque),23/1097,195/10949,0.11794871794871795,1.177229273309492,0.8332517854879155,0.23320255392198497,0.3278496155555939,0.17255242923978625,102133372/102142026/102132064/102117377/101866246/102133756/102144683/102137128/102135041/101925657/7857743/102116193/102118497/102122176/102117222/101926770/102117938/102122725/101925934/102127213/101925768/101865238/102127185,23
Organismal Systems,Immune system,mcf04620,Toll-like receptor signaling pathway - Macaca fascicularis (crab-eating macaque),14/1097,113/10949,0.12389380530973451,1.2365663394132025,0.8434632789269488,0.23945673990630492,0.3352394358688269,0.17644180835201415,102141214/102142026/101866246/102125035/101925060/101867458/101865975/102115964/102118497/101926770/101925134/102122725/102145011/102144774,14
Metabolism,Carbohydrate metabolism,mcf00053,Ascorbate and aldarate metabolism - Macaca fascicularis (crab-eating macaque),4/1097,26/10949,0.15384615384615385,1.5355164434471638,0.9122146117756763,0.26005481790932117,0.36106784635343764,0.19003570860707242,102128580/102122135/102139794/107126976,4
Environmental Information Processing,Signal transduction,mcf04392,Hippo signaling pathway - multiple species - Macaca fascicularis (crab-eating macaque),4/1097,26/10949,0.15384615384615385,1.5355164434471638,0.9122146117756763,0.26005481790932117,0.36106784635343764,0.19003570860707242,102134227/102117411/101866132/102126115,4
Organismal Systems,Immune system,mcf04623,Cytosolic DNA-sensing pathway - Macaca fascicularis (crab-eating macaque),11/1097,88/10949,0.125,1.2476071103008204,0.7781763854355848,0.26437244693256406,0.3633459609741491,0.1912347163021837,102123395/102135623/101867458/102141060/102115964/102131155/102144774/102142532/102127213/102135101/102140336,11
Metabolism,Energy metabolism,mcf00920,Sulfur metabolism - Macaca fascicularis (crab-eating macaque),2/1097,10/10949,0.2,1.996171376481313,1.0516076921693023,0.26462679244096443,0.3633459609741491,0.1912347163021837,101926271/102131728,2
Human Diseases,Cancer: overview,mcf05204,Chemical carcinogenesis - DNA adducts - Macaca fascicularis (crab-eating macaque),9/1097,70/10949,0.12857142857142856,1.2832530277379866,0.7933002643536468,0.2650808474114508,0.3633459609741491,0.1912347163021837,102117212/102128580/101925101/102146648/102129994/102117319/102138414/102146134/107126976,9
Metabolism,Lipid metabolism,mcf00120,Primary bile acid biosynthesis - Macaca fascicularis (crab-eating macaque),3/1097,18/10949,0.16666666666666666,1.6634761470677606,0.9400265629885687,0.26710253678754414,0.3633459609741491,0.1912347163021837,102132452/102145162/102132073,3
Organismal Systems,Digestive system,mcf04980,Cobalamin transport and metabolism - Macaca fascicularis (crab-eating macaque),3/1097,18/10949,0.16666666666666666,1.6634761470677606,0.9400265629885687,0.26710253678754414,0.3633459609741491,0.1912347163021837,101925649/102123075/102134491,3
Metabolism,Carbohydrate metabolism,mcf00620,Pyruvate metabolism - Macaca fascicularis (crab-eating macaque),7/1097,53/10949,0.1320754716981132,1.3182263806952064,0.7749060891069485,0.2782134439388441,0.37693434340101456,0.19838649652684978,102138812/102122135/102139794/101926610/102120901/102129929/101925577,7
Metabolism,Lipid metabolism,mcf00564,Glycerophospholipid metabolism - Macaca fascicularis (crab-eating macaque),12/1097,99/10949,0.12121212121212122,1.2098008342310986,0.6997105877299838,0.2867066981930435,0.38688132768217914,0.20362175141167324,102135286/102139823/101926162/102135864/102121522/102127260/102119326/102128346/102121328/102143695/102127578/102145183,12
Human Diseases,Infectious disease: parasitic,mcf05140,Leishmaniasis - Macaca fascicularis (crab-eating macaque),10/1097,81/10949,0.12345679012345678,1.2322045533835264,0.6999176298526505,0.2911808253514521,0.39134702927235165,0.20597212066965875,102116992/101867458/101865975/102119008/101926770/101925134/102138221/102140649/102145011/102124562,10
Human Diseases,Neurodegenerative disease,mcf05016,Huntington disease - Macaca fascicularis (crab-eating macaque),39/1097,355/10949,0.10985915492957747,1.0964885025742421,0.61669193005476175,0.29358509916850173,0.39219173651432643,0.20641670342859286,102122746/101925318/102124843/102132064/102125957/102130095/101926640/102136293/102137128/102135041/101926562/101925657/7857743/101926424/101865995/101866847/101926612/102116193/102118497/102140446/101925220/102117222/102131731/102137773/102135998/101866278/102125039/102137340/101865895/102137473/101865389/102140196/101865238/102123783/102127185/102116568/102140336/102118687/102140615,39
Environmental Information Processing,Signal transduction,mcf04330,Notch signaling pathway - Macaca fascicularis (crab-eating macaque),8/1097,63/10949,0.12698412698412698,1.2674103977659128,0.7102690755563282,0.29414380238574483,0.39219173651432643,0.20641670342859286,101864989/102142627/101867205/102116784/102138674/102131731/102125039/101925768,8
Cellular Processes,Transport and catabolism,mcf04145,Phagosome - Macaca fascicularis (crab-eating macaque),20/1097,176/10949,0.11363636363636363,1.134188282091655,0.5988404162296305,0.3094193372476236,0.4099704567356609,0.21577392459771622,101926553/101866354/102114969/102144117/102127507/102136293/101867466/102120986/101926423/102138451/102116249/101865173/101867315/102140649/102119735/102120328/102116640/102142346/102124562/101926577,20
Organismal Systems,Immune system,mcf04613,Neutrophil extracellular trap formation - Macaca fascicularis (crab-eating macaque),24/1097,214/10949,0.11214953271028037,1.119348435410082,0.5883436884994304,0.3099181428894579,0.4099704567356609,0.21577392459771622,102119374/102118738/102121167/102132631/102141214/102142026/102125658/101866246/102135875/101926188/102121227/102116992/102145713/101925220/102146809/101926770/102117471/102122725/102125039/102145011/102131773/102124562/102116568/102140615,24
Metabolism,Lipid metabolism,mcf00140,Steroid hormone biosynthesis - Macaca fascicularis (crab-eating macaque),8/1097,65/10949,0.12307692307692308,1.228413154757731,0.6162998052557443,0.3247836477829688,0.42795021825520596,0.22523695697642418,102128580/101926544/102132452/102129994/102142023/102131126/102146134/107126976,8
Organismal Systems,Digestive system,mcf04976,Bile secretion - Macaca fascicularis (crab-eating macaque),10/1097,84/10949,0.11904761904761904,1.1881972479055434,0.5777587780074791,0.33158761275320253,0.4352087417385783,0.22905723249398857,102143900/102121167/102124503/102128580/102132452/102132073/101926461/101925741/102144998/107126976,10
Organismal Systems,Immune system,mcf04640,Hematopoietic cell lineage - Macaca fascicularis (crab-eating macaque),12/1097,104/10949,0.11538461538461539,1.1516373325853726,0.5184615266118268,0.347638288268157,0.4538701672042125,0.23887903537063812,102135001/102114969/102132675/102143679/102124214/102140649/102137242/102133649/101925271/102143442/101867504/101926577,12
Metabolism,Lipid metabolism,mcf00565,Ether lipid metabolism - Macaca fascicularis (crab-eating macaque),6/1097,48/10949,0.125,1.2476071103008204,0.5736659422566464,0.3485074498175203,0.4538701672042125,0.23887903537063812,101926162/102135864/102143695/102145183/102140514/101866353,6
Human Diseases,Substance dependence,mcf05030,Cocaine addiction - Macaca fascicularis (crab-eating macaque),6/1097,49/10949,0.12244897959183673,1.2221457407028447,0.5200334605277571,0.36703957997092074,0.4761594550974107,0.250610239524953,102119567/101925100/101925838/102119905/101926461/102117938,6
Metabolism,Amino acid metabolism,mcf00350,Tyrosine metabolism - Macaca fascicularis (crab-eating macaque),5/1097,40/10949,0.125,1.2476071103008204,0.5234909078412736,0.3725269388832252,0.4795749098266807,0.25240784727720034,102129409/102119567/101925100/102125144/102120901,5
Genetic Information Processing,Replication and repair,mcf03440,Homologous recombination - Macaca fascicularis (crab-eating macaque),5/1097,40/10949,0.125,1.2476071103008204,0.5234909078412736,0.3725269388832252,0.4795749098266807,0.25240784727720034,102138281/102143724/101864892/102129455/102135719,5
Metabolism,Carbohydrate metabolism,mcf00010,Glycolysis / Gluconeogenesis - Macaca fascicularis (crab-eating macaque),9/1097,78/10949,0.11538461538461539,1.1516373325853726,0.448463597357172,0.37996222788430467,0.4854270287799482,0.25548790988418324,102122135/102140922/107126374/102139794/102120901/102129929/101866506/102145864/101865104,9
Metabolism,Xenobiotics biodegradation and metabolism,mcf00980,Metabolism of xenobiotics by cytochrome P450 - Macaca fascicularis (crab-eating macaque),9/1097,78/10949,0.11538461538461539,1.1516373325853726,0.448463597357172,0.37996222788430467,0.4854270287799482,0.25548790988418324,102128580/101925101/102146648/102129994/102117319/102138414/102120901/102146134/107126976,9
Organismal Systems,Digestive system,mcf04978,Mineral absorption - Macaca fascicularis (crab-eating macaque),8/1097,69/10949,0.11594202898550725,1.1572007979601813,0.43709249588217164,0.3874262322054294,0.4930879318978192,0.25951996415674694,102124503/102114767/101866950/102144572/101867369/101926047/102141254/102117126,8
Organismal Systems,Environmental adaptation,mcf04714,Thermogenesis - Macaca fascicularis (crab-eating macaque),29/1097,273/10949,0.10622710622710622,1.0602375442849463,0.3363200865613581,0.3979688055737027,0.5045944100859022,0.26557600530836956,101866585/101925399/102134699/102132064/102134973/102144683/102137128/102135041/101925838/102132163/101925657/7857743/102146325/102138313/101926461/102126923/102119816/101925741/102117222/101926770/102135743/102144714/101864801/102122483/102118276/101865238/101866472/102127185/102129027,29
Metabolism,Carbohydrate metabolism,mcf00630,Glyoxylate and dicarboxylate metabolism - Macaca fascicularis (crab-eating macaque),4/1097,32/10949,0.125,1.2476071103008204,0.4680529128354692,0.4011741319569233,0.5067462719455873,0.26670856418188804,102146075/102136623/101926620/102129929,4
Metabolism,Metabolism of cofactors and vitamins,mcf00730,Thiamine metabolism - Macaca fascicularis (crab-eating macaque),2/1097,15/10949,0.13333333333333333,1.3307809176542083,0.42776480455019344,0.45207848477160173,0.5689077561170718,0.29942513479845884,101926551/101926321,2
Organismal Systems,Digestive system,mcf04977,Vitamin digestion and absorption - Macaca fascicularis (crab-eating macaque),3/1097,26/10949,0.11538461538461539,1.1516373325853726,0.2583035351531884,0.4909793524543069,0.6155562030770415,0.32397694898791657,102121781/102123075/102138532,3
Organismal Systems,Endocrine system,mcf04913,Ovarian steroidogenesis - Macaca fascicularis (crab-eating macaque),6/1097,56/10949,0.10714285714285714,1.069377523114989,0.17367909964249081,0.49565201961371586,0.6191043813762399,0.32584441125065255,102128018/102129994/102142023/101926461/102143695/101925741,6
Metabolism,Amino acid metabolism,mcf00360,Phenylalanine metabolism - Macaca fascicularis (crab-eating macaque),2/1097,17/10949,0.11764705882352941,1.1742184567537133,0.23987076386739123,0.5194423352214366,0.6464171282755655,0.34021954119766606,102119567/101925100,2
Organismal Systems,Digestive system,mcf04974,Protein digestion and absorption - Macaca fascicularis (crab-eating macaque),12/1097,118/10949,0.1016949152542373,1.0150023948210065,0.05467336734371128,0.5235123982827812,0.6490781026679502,0.3416200540357632,102131342/102124503/102131283/102133935/102127262/102120608/101926394/102117956/102125232/102128347/102124629/102114939,12
Metabolism,Amino acid metabolism,mcf00250,"Alanine, aspartate and glutamate metabolism - Macaca fascicularis (crab-eating macaque)",4/1097,38/10949,0.10526315789473684,1.0506165139375327,0.10429422424258199,0.5370031679461447,0.6633568545217081,0.3491351865903727,101866084/102131011/102129898/102120405,4
Organismal Systems,Immune system,mcf04657,IL-17 signaling pathway - Macaca fascicularis (crab-eating macaque),10/1097,100/10949,0.1,0.9980856882406565,-0.00641691548127716,0.5517918506417346,0.679128431559058,0.3574360166100305,102133756/101866865/101867458/101865975/102115964/102118497/101926770/102145011/102144774/102146475,10
Metabolism,Lipid metabolism,mcf01040,Biosynthesis of unsaturated fatty acids - Macaca fascicularis (crab-eating macaque),3/1097,29/10949,0.10344827586206896,1.0325024361110238,0.05848063768628329,0.5666576609559586,0.6948794674496427,0.36572603549981186,102132073/102124038/102132033,3
NA,NA,mcf04081,Hormone signaling - Macaca fascicularis (crab-eating macaque),22/1097,224/10949,0.09821428571428571,0.9802627295220732,-0.09959119832059204,0.5730520352265412,0.7001653957677013,0.36850810303563225,102128018/102129291/102142026/102115223/101866246/102122481/102134051/102119905/101926461/101867066/102125173/101866995/101925220/101925741/102119008/102116249/102122483/102122725/101925341/102127819/102121075/102140615,22
Organismal Systems,Nervous system,mcf04721,Synaptic vesicle cycle - Macaca fascicularis (crab-eating macaque),8/1097,82/10949,0.0975609756097561,0.973742134868933,-0.0796379390790419,0.5860927917488568,0.7126973005652449,0.37510384240276046,101866905/102115169/101866750/101926562/101866847/102135212/101926423/102118932,8
Metabolism,Carbohydrate metabolism,mcf00030,Pentose phosphate pathway - Macaca fascicularis (crab-eating macaque),3/1097,30/10949,0.1,0.9980856882406565,-0.0035034051826626452,0.5902986591563202,0.7126973005652449,0.37510384240276046,102144892/101866917/101865104,3
Metabolism,Lipid metabolism,mcf00062,Fatty acid elongation - Macaca fascicularis (crab-eating macaque),3/1097,30/10949,0.1,0.9980856882406565,-0.0035034051826626452,0.5902986591563202,0.7126973005652449,0.37510384240276046,102124038/102143422/102142372,3
